No;Sp;Date;Length;Sex;COD;Prey;Count;Measured;Weighting;Prey.length;Prey.weight
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;159.846;15.685
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;248.184;85.346
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;174.558;22.001
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;167.202;18.645
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;255.562;95.561
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;159.846;15.685
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;159.846;15.685
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;159.846;15.685
TT526;TTR;23/02/1998;;2;BY;Eledone;1;1;1;63.853;55.919
TT526;TTR;23/02/1998;;2;BY;Fish;1;1;0.5;;0
TT526;TTR;23/02/1998;;2;BY;Gadiculus;1;1;0.5;95.98;0.794
TT526;TTR;23/02/1998;;2;BY;Fish;2;2;0.5;;0
TT526;TTR;23/02/1998;;2;BY;Fish;2;2;0.5;;0
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;218.076;57.891
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;265.28;111.468
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;288.846;148.163
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;167.202;18.645
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;211.382;45.962
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;167.202;18.645
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;178.247;23.843
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;159.846;15.685
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;241.643;81.588
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;241.643;81.588
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;159.846;15.685
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;167.202;18.645
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;181.936;25.798
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;167.202;18.645
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;159.846;15.685
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;226.094;59.57
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;211.382;45.962
TT526;TTR;23/02/1998;;2;BY;Blue whiting;79;30;1.3167;174.558;22.001
TT103;TTR;30/07/1993;;1;BY;Gobiidae;2;2;0.5;87.523;6.849
TT103;TTR;30/07/1993;;1;BY;Gobiidae;2;2;0.5;95.877;9.768
TT103;TTR;30/07/1993;;1;BY;Stoloteuthis;1;1;1;22.005;3.972
TT301;TTR;08/01/1995;;1;BY;Blue whiting;3;3;0.5;255.628;95.657
TT301;TTR;08/01/1995;;1;BY;Blue whiting;3;3;0.5;262.984;106.728
TT301;TTR;08/01/1995;;1;BY;Blue whiting;3;3;0.5;229.849;63.476
TT301;TTR;08/01/1995;;1;BY;Eledone;1;1;1;101.423;221.638
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;112.752;16.954
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;122.018;21.274
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;131.285;26.256
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;112.752;16.954
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;84.876;7.495
TT5;TTR;20/02/1991;;1;BY;Had/Sai/Pol;2;2;0.5;236.759;145.454
TT5;TTR;20/02/1991;;1;BY;Had/Sai/Pol;2;2;0.5;166.117;52.988
TT5;TTR;20/02/1991;;1;BY;Fish;2;2;0.5;;0
TT5;TTR;20/02/1991;;1;BY;Fish;2;2;0.5;;0
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;81.588;2.946
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;72.448;2.039
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;255.41;185.678
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;462.72;691.244
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;410.175;486.562
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;477.05;755.467
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;486.604;800.39
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;302.697;200.787
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;405.398;470.238
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;374.349;372.833
TT5;TTR;20/02/1991;;1;BY;Scad;8;6;0.6667;337.184;367.055
TT5;TTR;20/02/1991;;1;BY;Scad;8;6;0.6667;316.011;296.448
TT5;TTR;20/02/1991;;1;BY;Scad;8;6;0.6667;299.066;247.228
TT5;TTR;20/02/1991;;1;BY;Scad;8;6;0.6667;138.137;19.409
TT5;TTR;20/02/1991;;1;BY;Scad;8;6;0.6667;104.281;7.687
TT5;TTR;20/02/1991;;1;BY;Scad;8;6;0.6667;100.018;6.699
TT5;TTR;20/02/1991;;1;BY;Gadiculus;2;2;0.5;75.724;2.819
TT5;TTR;20/02/1991;;1;BY;Gadiculus;2;2;0.5;75.724;2.819
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;179.926;24.718
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;217.413;51.225
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;230.799;64.494
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;177.253;23.336
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;196.633;40.955
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;188.07;35.29
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;196.633;40.955
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;222.393;61.813
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;213.83;54.207
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;14;14;0.5;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;188.07;35.29
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;265.4;216.671
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;132.337;15.106
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;215.502;94.62
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;212.181;89.036
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;154.763;31.345
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;109.92;9.781
TT5;TTR;20/02/1991;;1;BY;Trisopterus;10;10;0.5;87.529;4.504
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;421.817;527.892
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;347.829;300.994
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;347.829;300.994
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;273.918;150.089
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;292.377;181.49
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;172.166;38.804
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;246.153;109.936
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;283.147;165.299
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;412.588;494.947
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;310.912;217.076
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;449.581;635.607
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;218.465;77.657
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;181.471;45.234
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;162.936;33.049
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;181.471;45.234
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;403.358;463.379
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;384.823;404.04
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;347.829;300.994
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;153.707;27.887
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;329.371;256.789
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;264.688;135.826
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;264.688;135.826
TT5;TTR;20/02/1991;;1;BY;Hake;145;30;2.4167;572.586;1,285.73
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;112.752;16.954
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;112.752;16.954
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;103.486;13.25
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;131.285;26.256
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;131.285;26.256
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;140.551;31.941
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;159.161;45.663
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;131.285;26.256
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;112.752;16.954
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;112.752;16.954
TT5;TTR;20/02/1991;;1;BY;Gadidae;43;16;1.3438;112.752;16.954
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;145.183;14.853
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;136.62;12.121
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;145.183;14.853
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;128.057;9.762
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;145.183;14.853
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;145.183;14.853
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;128.057;9.762
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;35;30;0.5833;145.183;14.853
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;188.07;35.29
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;188.07;35.29
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;188.07;35.29
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;153.746;17.99
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;162.31;21.564
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;179.507;30.198
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;170.944;25.645
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;188.07;35.29
TT5;TTR;20/02/1991;;1;BY;Blue whiting;33;30;0.55;170.944;25.645
TT501;TTR;01/12/1996;;1;BY;Cephalopoda;1;1;1;;0
TT501;TTR;01/12/1996;;1;BY;Illex/Todaropsis;12;8;1.5;;46.131
TT501;TTR;01/12/1996;;1;BY;Illex/Todaropsis;12;8;1.5;;62.578
TT501;TTR;01/12/1996;;1;BY;Illex/Todaropsis;12;8;1.5;;58.121
TT501;TTR;01/12/1996;;1;BY;Illex/Todaropsis;12;8;1.5;;77.128
TT501;TTR;01/12/1996;;1;BY;Illex/Todaropsis;12;8;1.5;;67.191
TT501;TTR;01/12/1996;;1;BY;Illex/Todaropsis;12;8;1.5;;191.543
TT501;TTR;01/12/1996;;1;BY;Todarodes;1;1;1;402.259;1,478.87
TT501;TTR;01/12/1996;;1;BY;Sepia;1;1;1;95.752;54.122
TT501;TTR;01/12/1996;;1;BY;Chiroteuthis sp.;4;4;1;102.88;27.675
TT501;TTR;01/12/1996;;1;BY;Chiroteuthis sp.;4;4;1;102.88;27.675
TT501;TTR;01/12/1996;;1;BY;Chiroteuthis sp.;4;4;1;110.83;34.658
TT501;TTR;01/12/1996;;1;BY;Chiroteuthis sp.;4;4;1;106.843;31.032
TT501;TTR;01/12/1996;;1;BY;Illex/Todaropsis;12;8;1.5;;58.121
TT501;TTR;01/12/1996;;1;BY;Illex/Todaropsis;12;8;1.5;;42.48
TT501;TTR;01/12/1996;;1;BY;Gadiculus;1;1;0.5;42.779;0.362
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;263.647;107.77
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;213.37;47.65
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;270.848;119.587
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;199.012;36.435
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;220.549;54.132
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;231.329;65.067
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;234.93;69.061
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;227.729;61.248
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;216.971;50.825
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;274.427;125.805
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;238.508;73.207
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;278.027;132.3
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;274.427;125.805
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;270.848;119.587
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;278.027;132.3
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;256.468;96.875
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;213.37;47.65
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;285.207;145.992
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;260.068;102.231
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;281.606;139
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;227.729;61.248
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;224.15;57.619
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;234.93;69.061
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;231.329;65.067
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;238.508;73.207
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;252.889;91.761
TT501;TTR;01/12/1996;;1;BY;Blue whiting;108;30;1.8;278.027;132.3
